country_code,year,population,gdp_usd,gdp_per_capita,life_expectancy,co2_per_capita,renewable_pct,internet_pct,gini,urban_pct,electricity_pct,under5_mortality,health_spend_pct
DNK,2012,5591572,326792574245,58443.77,80.05,6.90,26.90,92.26,27.80,87.23,100.00,4.10,10.53
DNK,2013,5614932,344631016965,61377.59,80.30,7.18,27.00,94.63,28.50,87.54,100.00,4.10,10.30
DNK,2014,5643475,352832602064,62520.45,80.70,6.41,30.20,95.99,28.40,87.68,100.00,4.10,10.31
DNK,2015,5683483,301758922338,53094.01,80.70,5.99,32.50,96.33,28.20,87.73,100.00,4.10,10.38
DNK,2016,5728010,312181849372,54500.93,80.85,6.23,32.00,96.97,28.20,87.70,100.00,4.00,10.28
DNK,2017,5764980,331610593962,57521.55,81.10,5.82,35.00,97.10,28.70,88.02,100.00,3.90,10.11
DNK,2018,5793636,355293374912,61324.77,80.95,5.79,34.60,97.32,28.20,88.11,100.00,3.90,10.14
DNK,2019,5814422,345401473013,59404.27,81.45,5.17,37.20,98.05,27.70,88.21,100.00,3.80,10.18
DNK,2020,5831404,355631021932,60985.49,81.60,4.77,39.50,96.55,27.50,88.24,100.00,3.70,10.69
DNK,2021,5856733,406110162088,69340.73,81.40,5.05,39.50,98.87,28.30,88.26,100.00,3.70,10.66
DNK,2022,5903037,400114306337,67781.09,81.30,4.83,,97.86,29.30,88.39,100.00,3.80,9.47
DNK,2023,5946952,404651706118,68043.55,81.75,4.41,,98.78,29.90,88.55,100.00,3.90,9.56
DOM,2000,8584190,24305780629,2831.46,70.37,2.21,19.10,3.70,51.50,61.31,88.80,39.60,4.88
DOM,2001,8720283,25601823688,2935.89,70.55,2.20,18.90,4.43,50.00,62.30,89.80,38.60,4.88
DOM,2002,8852235,27137440786,3065.60,70.72,2.37,17.90,6.82,49.70,63.29,89.70,37.70,4.99
DOM,2003,8980620,21403167848,2383.26,70.86,2.09,18.90,7.90,52.10,64.43,89.20,37.00,4.39
DOM,2004,9104892,22322387382,2451.69,70.73,1.91,20.70,8.87,52.10,65.89,90.30,36.40,4.29
DOM,2005,9225034,35777560684,3878.31,71.04,2.04,19.40,11.48,50.00,67.58,90.10,36.00,4.35
DOM,2006,9341183,37879830084,4055.14,71.05,2.20,18.00,14.84,52.00,69.33,90.10,35.60,3.99
DOM,2007,9455658,43965458509,4649.65,71.10,2.19,17.90,17.66,48.90,71.02,96.90,35.30,4.09
DOM,2008,9573130,48091433554,5023.59,71.33,2.16,17.70,20.82,48.10,72.49,97.60,35.10,4.56
DOM,2009,9695265,48223781477,4973.95,71.59,2.05,17.30,27.72,48.90,73.59,97.90,34.90,4.77
DOM,2010,9820175,53801053353,5478.62,72.04,2.13,16.90,31.40,47.30,74.16,98.10,34.90,4.93
DOM,2011,9945621,57948261616,5826.51,72.50,2.12,16.80,38.00,47.70,74.24,97.90,34.80,5.05
DOM,2012,10070411,60561635556,6013.82,72.82,2.17,16.50,42.32,46.10,74.24,97.90,34.80,5.06
DOM,2013,10193833,62555417415,6136.59,73.04,2.11,16.60,45.90,47.70,74.23,98.40,34.80,4.93
DOM,2014,10315528,67014329100,6496.45,73.15,2.10,17.30,49.58,44.30,74.19,98.50,34.90,4.81
DOM,2015,10434829,70966782572,6800.95,72.98,2.29,14.90,54.22,45.20,74.14,98.60,34.90,4.74
DOM,2016,10551430,75552902636,7160.44,72.89,2.36,15.30,63.87,45.70,74.05,98.90,34.90,4.59
DOM,2017,10666843,79070274743,7412.72,73.37,2.23,16.90,67.57,42.20,73.93,100.00,34.90,4.45
DOM,2018,10782053,84994732049,7882.98,73.56,2.38,15.90,74.82,43.70,73.76,98.90,34.70,4.22
DOM,2019,10894043,89146130745,8183.02,73.11,2.61,14.40,79.72,41.90,73.54,99.00,34.40,4.37
DOM,2020,11008300,78546672407,7135.22,72.64,2.45,16.00,81.62,39.60,73.26,100.00,33.80,4.96
DOM,2021,11123476,94850719517,8527.08,71.76,2.67,14.80,85.24,38.50,72.92,98.10,33.00,5.09
DOM,2022,11230734,113478103598,10104.25,74.21,2.86,,81.51,37.00,72.42,98.10,32.30,4.65
DOM,2023,11331265,120456239154,10630.43,73.72,2.89,,86.13,38.40,72.36,99.60,31.50,4.60
DZA,2000,30903893,54790398570,1772.93,70.58,2.85,0.40,0.49,,59.85,98.60,41.70,3.21
DZA,2001,31331221,59413400924,1896.30,71.03,2.74,0.40,0.65,,60.62,98.60,40.20,3.54
DZA,2002,31750835,61516103406,1937.46,71.64,2.82,0.50,1.59,,61.38,98.60,38.60,3.44
DZA,2003,32175818,73482264191,2283.77,71.91,3.00,0.50,2.20,,62.14,98.60,37.00,3.33
DZA,2004,32628286,91913680985,2816.99,72.54,2.96,0.40,4.63,,62.90,98.60,35.40,3.29
DZA,2005,33109249,107046618670,3233.13,72.84,3.06,0.60,5.84,,63.66,98.60,33.90,3.12
DZA,2006,33623506,123084258693,3660.66,73.12,3.14,0.40,7.38,,64.42,98.70,32.50,3.19
DZA,2007,34189416,142482739810,4167.45,73.35,3.19,0.40,9.45,,65.17,98.70,31.20,3.62
DZA,2008,34816961,180383848331,5180.92,73.62,3.27,0.30,10.18,,65.90,99.30,30.10,3.98
DZA,2009,35490445,150317292079,4235.43,73.87,3.27,0.30,11.23,,66.51,98.80,29.00,4.89
DZA,2010,36188236,177785053940,4912.79,74.14,3.28,0.30,12.50,,67.12,98.90,28.10,4.64
DZA,2011,36903376,218331946925,5916.31,74.38,3.38,0.20,14.90,27.60,67.73,99.00,27.30,4.83
DZA,2012,37646166,227143746076,6033.65,74.61,3.73,0.20,18.20,,68.34,98.80,26.60,5.64
DZA,2013,38414171,229701430292,5979.60,74.81,3.79,0.10,22.50,,68.95,99.20,25.90,5.65
DZA,2014,39205031,238942664193,6094.69,74.99,3.95,0.10,29.50,,69.55,99.30,25.40,6.01
DZA,2015,40019529,187493855609,4685.06,75.16,4.11,0.10,38.20,,70.14,99.40,24.90,6.33
DZA,2016,40850721,180763839522,4424.99,75.31,3.93,0.10,42.95,,70.74,99.40,24.50,6.00
DZA,2017,41689299,189880896903,4554.67,75.43,3.99,0.10,47.69,,71.32,99.50,24.00,5.95
DZA,2018,42505035,194554483656,4577.21,75.56,4.11,0.20,49.04,,71.91,99.60,23.70,5.93
DZA,2019,43294546,193459662091,4468.45,75.68,4.20,0.20,55.79,,72.48,99.50,23.30,5.42
DZA,2020,44042091,164873415325,3743.54,73.26,3.90,0.10,63.47,,73.05,99.70,22.90,5.64
DZA,2021,44761099,186231205262,4160.56,75.21,4.05,0.10,72.21,,73.62,99.80,22.60,5.02
DZA,2022,45477389,225581644703,4960.30,76.13,4.16,,74.78,,74.18,100.00,22.30,3.63
DZA,2023,46164219,247923887215,5370.48,76.26,4.13,,76.20,,74.73,100.00,22.00,4.35
EAS,2000,2050149617,8486535433030,4139.47,71.70,3.29,22.47,,,41.63,92.06,39.60,6.09
EAS,2001,2068682053,7890593533287,3814.31,72.04,3.38,21.79,,,42.62,92.54,37.50,6.11
EAS,2002,2086144389,8019320137888,3844.09,72.36,3.54,21.17,,,43.77,92.96,35.50,6.08
EAS,2003,2102761941,8807340167908,4188.46,72.73,3.86,19.84,,,44.95,93.16,32.60,6.20
EAS,2004,2118747885,9868085960845,4657.51,72.81,4.21,17.98,,,46.01,93.96,31.50,6.17
EAS,2005,2134573057,10526916106060,4931.63,73.30,4.55,16.43,14.70,,47.04,93.58,28.70,6.12
EAS,2006,2150688938,11166176306011,5191.91,73.56,4.85,15.97,16.60,,48.12,94.65,27.00,5.93
EAS,2007,2167046538,12482468447983,5760.13,73.89,5.15,15.08,20.80,,49.30,94.65,25.40,5.71
EAS,2008,2183472438,14397041627177,6593.64,73.85,5.20,14.74,25.20,,50.22,95.21,24.90,5.86
EAS,2009,2199148703,14811619687571,6735.16,74.37,5.40,14.26,29.50,,51.27,94.98,22.50,6.35
EAS,2010,2214613815,17291859920838,7808.07,74.63,5.82,13.43,34.20,,52.02,95.55,21.40,6.23
EAS,2011,2230826576,20025003264160,8976.49,74.83,6.22,12.73,37.30,,53.77,96.02,20.30,6.65
EAS,2012,2249081393,21443742650234,9534.44,75.11,6.34,12.80,40.40,,54.70,96.21,19.10,6.71
EAS,2013,2267072102,21719346361875,9580.35,75.33,6.52,12.81,43.20,,55.70,96.48,18.20,6.47
EAS,2014,2284385542,22461065423932,9832.43,75.56,6.52,13.18,45.50,,56.61,96.64,17.20,6.46
EAS,2015,2300844269,22388696608294,9730.64,75.79,6.43,12.98,48.30,,57.72,96.95,16.60,6.44
EAS,2016,2317076058,23197528991928,10011.55,75.99,6.41,13.33,53.90,,58.79,97.03,15.70,6.51
EAS,2017,2333475520,24764692848732,10612.79,76.08,6.51,13.58,57.80,,59.80,97.69,15.00,6.47
EAS,2018,2347576325,26967805751611,11487.51,76.39,6.73,13.79,62.50,,60.85,97.66,14.80,6.48
EAS,2019,2359762190,27555988315219,11677.44,76.59,6.85,14.24,67.10,,61.74,97.86,14.30,6.65
EAS,2020,2369420882,27716337916114,11697.52,76.54,6.80,14.81,73.90,,62.37,97.80,14.40,6.97
EAS,2021,2375117716,31866900585288,13416.98,76.15,7.06,,78.80,,63.24,98.15,14.20,6.84
EAS,2022,2379617118,31457553986144,13219.59,76.68,7.06,,82.40,,63.68,98.22,14.00,7.03
EAS,2023,2384441485,31597454903563,13251.51,76.66,7.28,,84.90,,64.02,98.40,13.70,6.82
ECS,2000,865392479,10078047371487,11645.64,73.11,8.08,7.61,,,68.66,99.12,20.90,7.99
ECS,2001,866590696,10182615561468,11750.20,73.36,8.12,7.61,,,68.87,99.17,19.70,8.16
ECS,2002,868234843,11150184165051,12842.36,73.45,8.10,7.58,,,69.06,99.20,18.50,8.43
ECS,2003,870529446,13558532492379,15575.04,73.56,8.36,7.68,,,69.25,99.21,17.40,8.61
ECS,2004,873069464,15806093490341,18104.05,73.99,8.35,7.94,,,69.40,99.24,16.40,8.60
ECS,2005,875563919,16828963477327,19220.71,74.15,8.31,8.29,34.70,,69.57,99.28,15.50,8.58
ECS,2006,878166933,18232780756499,20762.32,74.64,8.43,8.58,38.00,,69.77,99.30,14.60,8.50
ECS,2007,880656346,21312176373246,24200.33,75.01,8.41,9.14,43.60,,69.97,99.36,13.80,8.41
ECS,2008,884224673,23464214449944,26536.48,75.30,8.28,9.47,48.10,,70.16,99.41,13.00,8.59
ECS,2009,887741127,20665617638433,23278.88,75.69,7.62,10.42,52.70,,70.35,99.47,12.30,9.39
ECS,2010,890990370,21144686639874,23731.67,76.00,7.92,10.87,57.00,,70.58,99.67,11.70,9.16
ECS,2011,893009594,23462080654159,26273.04,76.48,7.92,10.73,60.20,,70.82,99.66,11.20,9.00
ECS,2012,896514509,22592146410959,25199.98,76.68,7.82,11.58,63.80,,71.15,99.83,10.80,9.02
ECS,2013,899906171,23610195160751,26236.29,77.03,7.61,12.28,66.10,,71.68,99.85,10.40,9.06
ECS,2014,903560070,23959718523184,26517.02,77.35,7.27,12.43,68.90,,72.24,99.88,10.00,9.17
ECS,2015,907526485,20639397476662,22742.47,77.33,7.23,12.87,69.90,,72.69,99.17,9.60,9.26
ECS,2016,911578015,20560352355735,22554.68,77.68,7.20,12.89,72.30,,72.93,99.83,9.20,9.30
ECS,2017,915063823,21814876277944,23839.73,77.90,7.27,12.88,74.50,,73.04,99.96,8.80,9.21
ECS,2018,918415818,23360537744962,25435.69,78.03,7.25,13.48,78.10,,73.18,99.97,8.60,9.23
ECS,2019,921929161,23089828216900,25045.12,78.30,7.04,14.01,80.30,,73.36,99.95,8.50,9.31
ECS,2020,923660463,22340802078287,24187.25,77.18,6.62,15.11,83.40,,73.50,99.98,8.30,10.48
ECS,2021,924375980,25606138714522,27701.00,76.73,7.09,,86.30,,73.62,99.99,8.10,10.38
ECS,2022,924267385,25850174701132,27968.29,77.83,6.85,,87.90,,73.73,100.00,8.00,9.71
ECS,2023,924805070,27758730809930,30015.76,78.39,6.63,,89.60,,73.84,100.00,8.40,9.58
ECU,2000,12689206,17539454727,1382.23,72.09,1.74,19.40,1.46,56.30,60.69,93.70,29.60,3.57
ECU,2001,12910740,23127055000,1791.30,72.57,1.88,17.10,2.67,,61.01,94.00,28.00,4.06
ECU,2002,13138472,27054197000,2059.16,73.16,1.85,17.10,4.26,,61.29,94.20,26.60,4.81
ECU,2003,13372306,30965208000,2315.62,73.63,1.87,16.60,4.46,53.50,61.54,95.00,25.50,5.79
ECU,2004,13608701,35194947000,2586.21,73.87,1.97,16.70,4.83,53.90,61.78,94.80,24.50,5.88
ECU,2005,13846163,40278849000,2909.03,73.91,2.08,16.20,5.99,53.10,62.01,95.80,23.60,5.86
ECU,2006,14086131,45690762000,3243.67,74.01,2.20,14.20,7.20,52.30,62.21,96.30,22.70,5.94
ECU,2007,14328773,49848725000,3478.92,74.23,2.21,15.90,10.80,53.40,62.39,96.80,21.80,5.56
ECU,2008,14575202,61139438000,4194.76,74.71,2.24,15.30,18.80,49.80,62.54,97.20,20.90,5.52
ECU,2009,14825954,60094978000,4053.36,74.90,2.39,12.90,24.60,48.50,62.66,96.50,20.00,6.03
ECU,2010,15076695,68151329000,4520.31,75.19,2.54,11.80,29.03,48.80,62.74,97.50,19.10,6.35
ECU,2011,15326227,78986648000,5153.69,75.18,2.50,13.20,31.37,45.90,62.79,96.90,18.20,6.61
ECU,2012,15572194,87735048000,5634.08,75.49,2.48,13.20,35.14,46.10,62.84,97.20,17.40,6.88
ECU,2013,15807128,96570334000,6109.29,75.83,2.60,11.80,40.28,46.90,62.88,98.00,16.60,6.78
ECU,2014,16035124,102717794000,6405.80,76.14,2.71,12.20,45.59,45.00,62.92,99.00,15.90,6.77
ECU,2015,16266225,97209558000,5976.16,76.22,2.66,13.10,48.94,46.00,62.96,98.80,15.30,7.77
ECU,2016,16505139,97671433000,5917.64,76.09,2.55,14.80,54.06,45.00,62.99,98.70,14.80,7.59
ECU,2017,16759519,104467486000,6233.32,76.22,2.45,17.00,55.80,44.70,63.02,99.20,14.40,7.52
ECU,2018,17049547,107478961000,6303.92,77.25,2.48,16.30,57.50,45.40,63.04,98.70,14.10,7.83
ECU,2019,17340021,107595830000,6205.06,77.29,2.42,17.70,59.20,45.70,63.06,99.10,13.80,7.81
ECU,2020,17546065,95865473000,5463.65,72.00,2.09,20.20,70.70,47.30,63.08,98.80,13.60,8.61
ECU,2021,17682454,107179074000,6061.32,72.75,2.33,18.90,69.11,45.80,63.09,100.00,13.40,8.38
ECU,2022,17823897,116133121000,6515.59,76.58,2.48,,69.72,45.50,63.09,100.00,13.20,7.60
ECU,2023,17980083,120792801000,6718.14,77.39,2.60,,72.69,44.60,63.13,98.70,13.00,7.56
EGY,2000,73083284,99838543960,1366.09,67.33,1.75,8.30,0.64,,42.73,97.70,47.30,4.92
EGY,2001,74652029,96684636119,1295.14,67.61,1.89,7.80,0.84,,42.78,97.40,44.80,5.40
EGY,2002,76239137,85146067416,1116.83,67.85,1.90,7.30,2.72,,42.83,97.50,42.50,5.51
EGY,2003,77853548,80288461538,1031.28,68.05,1.90,7.40,4.04,,42.88,98.80,40.40,5.22
EGY,2004,79477443,78782467532,991.26,68.21,2.02,7.60,11.92,31.80,42.93,97.80,38.60,4.86
EGY,2005,81101004,89660339660,1105.54,68.36,2.20,6.50,12.75,,42.96,99.40,37.00,4.92
EGY,2006,82700403,107426086957,1298.98,68.49,2.28,6.20,13.66,,42.97,99.00,35.60,4.84
EGY,2007,84276225,130437828371,1547.74,68.63,2.40,6.00,16.03,,42.97,98.40,34.20,4.44
EGY,2008,85864789,162818181818,1896.22,68.76,2.35,5.90,18.01,31.10,42.96,99.80,32.80,4.47
EGY,2009,87501636,189147005445,2161.64,68.92,2.40,5.70,20.00,,42.94,98.90,31.60,4.38
EGY,2010,89196072,218983666062,2455.08,69.08,2.37,5.40,21.60,30.20,42.91,99.40,30.50,4.15
EGY,2011,91093059,235989672978,2590.64,69.23,2.41,5.40,25.60,,42.86,99.40,29.50,4.36
EGY,2012,93161001,279116666667,2996.07,69.46,2.50,5.30,26.40,28.30,42.81,99.70,28.60,4.46
EGY,2013,95333553,288434108527,3025.53,69.63,2.40,5.30,29.40,,42.75,99.90,27.80,4.67
EGY,2014,97528654,305595408895,3133.39,69.91,2.39,5.40,33.89,,42.68,99.80,27.10,4.77
EGY,2015,99597342,329366576819,3306.98,70.14,2.40,5.30,37.82,31.80,42.61,99.30,26.50,5.06
EGY,2016,101644589,332441717791,3270.63,70.44,2.46,5.10,41.25,,42.52,100.00,26.00,5.07
EGY,2017,103696057,248362771739,2395.10,70.71,2.52,4.90,44.95,31.50,42.45,100.00,25.60,5.35
EGY,2018,105682094,262588632527,2484.70,70.97,2.42,5.00,46.92,,42.46,100.00,25.20,4.75
EGY,2019,107553158,318678815490,2962.99,71.21,2.20,6.20,57.28,31.90,42.48,100.00,24.80,4.60
EGY,2020,109315124,383817841547,3511.11,69.79,2.25,6.70,71.91,,42.52,100.00,24.40,4.15
EGY,2021,110957008,424671765456,3827.35,68.98,2.36,6.10,72.06,28.50,42.57,100.00,24.00,4.61
EGY,2022,112618250,476747720365,4233.31,71.01,2.30,,72.20,,42.63,100.00,23.50,4.72
EGY,2023,114535772,395926071448,3456.79,71.63,2.41,,74.01,,42.71,100.00,22.90,4.88
EMU,2000,333959803,6533285976077,19563.09,78.04,8.52,7.69,,,73.49,99.70,6.08,8.62
EMU,2001,334870337,6636734730022,19818.82,78.38,8.63,7.88,,,73.76,99.72,5.82,8.72
EMU,2002,336306839,7247791094759,21551.13,78.48,8.61,7.73,,,73.96,99.74,5.63,8.93
EMU,2003,338061667,8929519218444,26413.88,78.50,8.77,8.28,,,74.12,99.75,5.42,9.13
EMU,2004,339856977,10242911187425,30138.89,79.08,8.77,8.54,,,74.28,99.77,5.23,9.16
EMU,2005,341556724,10627971366602,31116.27,79.22,8.69,8.86,,,74.44,99.78,5.02,9.24
EMU,2006,343100724,11309041991993,32961.29,79.65,8.61,9.67,,,74.59,99.79,4.84,9.22
EMU,2007,344828323,13035176682197,37801.93,79.89,8.49,10.76,,,74.72,99.81,4.71,9.12
EMU,2008,346471036,14346208350010,41406.66,80.09,8.25,11.44,,,74.83,99.83,4.58,9.42
EMU,2009,347581287,13135138604358,37790.12,80.30,7.59,12.53,,,74.96,99.84,4.48,10.17
EMU,2010,348398403,12835436183866,36841.26,80.55,7.81,13.38,,,75.12,99.86,4.33,10.13
EMU,2011,347715695,13866247656132,39878.12,81.03,7.58,13.43,,,75.25,99.87,4.24,9.99
EMU,2012,348406547,12839246579841,36851.34,81.04,7.45,14.89,,,75.41,99.89,4.13,10.11
EMU,2013,348799535,13413105856915,38455.06,81.33,7.25,15.73,,,75.63,99.90,4.06,10.14
EMU,2014,349302135,13739142693292,39333.12,81.74,6.90,16.33,,,75.81,99.92,4.01,10.18
EMU,2015,350164707,11880603228445,33928.61,81.38,7.03,16.36,,,76.02,99.93,3.96,10.14
EMU,2016,351027116,12177215800581,34690.24,81.77,7.00,16.37,,,76.29,99.95,3.93,10.11
EMU,2017,351613647,12901130483442,36691.21,81.75,7.01,16.58,,,76.41,99.96,3.85,10.09
EMU,2018,352303991,13937879176172,39562.08,81.87,6.82,17.57,,,76.58,99.98,3.82,10.08
EMU,2019,353113327,13658286442180,38679.61,82.15,6.49,18.15,,,76.75,99.99,3.77,10.14
EMU,2020,353536838,13338044901392,37727.45,81.34,5.81,19.82,,,76.86,99.99,3.75,11.14
EMU,2021,353715415,15008955622791,42432.29,81.39,6.20,,,,76.97,100.00,3.75,11.16
EMU,2022,354666175,14578675912328,41105.35,81.49,6.07,,,,77.09,100.00,3.73,10.66
EMU,2023,356209318,15957338405376,44797.64,82.14,5.52,,,,77.21,100.00,3.72,10.29
ERI,2000,2247031,706370816,314.36,56.29,0.30,76.80,0.14,,34.10,29.30,85.30,5.77
ERI,2001,2312079,752371689,325.41,58.36,0.32,74.80,0.16,,34.33,30.30,81.10,5.92
ERI,2002,2392978,729321680,304.78,58.94,0.30,74.70,0.23,,34.54,32.20,77.30,6.69
ERI,2003,2493903,870248268,348.95,59.46,0.28,75.00,,,34.75,32.40,73.80,7.34
ERI,2004,2598284,1109054005,426.84,60.06,0.28,69.80,,,34.93,33.40,70.50,7.01
ERI,2005,2661215,1098424686,412.75,60.63,0.23,74.70,,,35.10,34.50,67.50,6.86
ERI,2006,2703502,1211161880,448.00,61.46,0.20,77.30,,,35.25,35.60,64.70,6.86
ERI,2007,2743222,1317974491,480.45,62.00,0.19,79.10,0.41,,35.38,36.70,62.00,5.28
ERI,2008,2816327,1380188800,490.07,62.42,0.16,81.40,0.47,,35.49,37.80,59.60,6.58
ERI,2009,2887885,1856695551,642.93,63.20,0.17,81.70,0.54,,35.57,38.90,57.30,5.42
ERI,2010,2945186,1589515447,539.70,63.67,0.18,80.90,0.61,,35.63,40.10,55.20,4.82
ERI,2011,2998485,2065001626,688.68,64.23,0.21,77.10,0.70,,35.67,41.20,53.30,5.16
ERI,2012,3036988,,,64.70,0.21,78.40,0.80,,35.68,42.30,51.40,3.74
ERI,2013,3074360,,,65.01,0.19,79.70,0.90,,35.67,43.50,49.70,4.97
ERI,2014,3095173,,,65.52,0.19,80.50,0.99,,35.64,44.60,48.10,3.91
ERI,2015,3105546,,,65.91,0.19,81.20,1.08,,35.59,45.80,46.40,4.51
ERI,2016,3124698,,,66.24,0.19,81.40,1.18,,35.53,46.90,44.70,3.74
ERI,2017,3150347,,,66.61,0.19,81.60,2.50,,35.44,48.00,43.30,4.15
ERI,2018,3192760,,,66.98,0.21,80.80,5.29,,35.35,49.10,41.90,4.25
ERI,2019,3240194,,,67.31,0.21,80.60,11.22,,35.24,50.30,40.50,4.65
ERI,2020,3291271,,,66.98,0.20,80.90,14.35,,35.12,51.40,39.10,4.31
ERI,2021,3350183,,,66.94,0.21,80.70,,,34.99,52.50,37.80,4.18
ERI,2022,3409447,,,67.79,0.22,,,,34.85,55.40,36.60,3.88
ERI,2023,3470390,,,68.62,0.22,,,,34.70,54.40,35.40,3.68
ESP,2000,40567864,598102854756,14743.27,78.97,7.65,7.90,13.62,34.10,76.17,100.00,5.40,6.80
ESP,2001,40850412,627798682379,15368.23,79.37,7.60,8.90,18.15,,76.32,100.00,5.30,6.77
ESP,2002,41431558,708938227244,17111.07,79.57,7.93,7.40,20.39,,76.49,100.00,5.10,6.80
ESP,2003,42187645,907963217058,21522.02,79.62,7.96,8.90,39.93,31.80,76.71,100.00,5.00,7.59
ESP,2004,42921895,1069829382515,24925.03,79.87,8.21,8.00,44.01,33.30,76.95,100.00,4.90,7.68
ESP,2005,43653155,1154667551776,26450.95,80.17,8.43,7.30,47.88,32.40,77.22,100.00,4.70,7.78
ESP,2006,44397319,1261846683275,28421.69,80.82,8.07,8.50,50.37,33.50,77.50,100.00,4.50,7.87
ESP,2007,45226803,1476746276855,32652.02,80.87,8.21,9.00,55.11,34.10,77.77,100.00,4.40,7.96
ESP,2008,45954106,1636115447613,35603.25,81.18,7.40,9.70,59.60,34.20,78.04,100.00,4.20,8.43
ESP,2009,46362946,1496587590848,32279.82,81.48,6.48,12.20,62.40,34.90,78.29,100.00,4.00,9.15
ESP,2010,46576897,1427989078917,30658.74,81.63,6.18,14.40,65.80,35.20,78.51,100.00,3.80,9.17
ESP,2011,46742697,1487568659241,31824.62,82.48,6.19,14.70,67.09,35.70,78.70,100.00,3.70,9.22
ESP,2012,46773055,1330994811670,28456.44,82.43,6.09,15.80,69.81,35.40,78.85,100.00,3.60,9.22
ESP,2013,46604197,1362186923158,29228.85,83.08,5.50,16.90,71.64,36.20,78.99,100.00,3.50,9.14
ESP,2014,46460733,1380244561362,29707.77,83.23,5.49,17.30,76.19,36.10,79.12,100.00,3.40,9.15
ESP,2015,46422303,1206164777553,25982.44,82.83,5.85,16.30,78.69,36.20,79.25,100.00,3.30,9.18
ESP,2016,46458139,1243015667917,26755.61,83.33,5.66,16.70,80.56,35.80,79.36,100.00,3.30,8.88
ESP,2017,46571232,1321754088819,28381.34,83.28,5.98,15.20,84.60,34.70,79.47,100.00,3.20,9.02
ESP,2018,46782011,1431642809327,30602.42,83.43,5.81,16.90,86.11,34.70,79.56,100.00,3.20,9.07
ESP,2019,47118501,1403496387686,29786.52,83.83,5.40,16.70,90.72,34.30,79.63,100.00,3.20,9.22
ESP,2020,47359424,1289783836971,27233.94,82.23,4.53,19.30,93.21,34.90,79.70,100.00,3.20,10.79
ESP,2021,47443821,1461244901853,30799.48,83.18,4.92,19.00,93.90,33.90,79.78,100.00,3.20,10.34
ESP,2022,47786102,1448850658407,30319.50,83.13,4.99,,94.49,33.60,79.95,100.00,3.20,9.68
ESP,2023,48352528,1619481980720,33493.22,83.93,4.57,,95.45,33.40,80.13,100.00,3.20,9.22
EST,2000,1396985,5686579748,4070.61,70.42,12.76,19.80,28.58,35.80,67.39,100.00,11.00,5.17
EST,2001,1388115,6250218423,4502.67,70.26,13.15,18.90,31.53,36.00,67.39,100.00,10.10,4.78
EST,2002,1379350,7370119619,5343.18,70.90,12.70,19.30,41.52,35.80,67.41,100.00,9.30,4.70
EST,2003,1370720,9876595528,7205.41,71.32,14.27,19.90,45.32,37.20,67.43,100.00,8.50,5.14
EST,2004,1362550,12148595031,8916.07,71.91,14.71,20.00,53.20,33.60,67.47,100.00,7.80,5.34
EST,2005,1354775,14109491357,10414.64,72.57,14.81,18.90,61.45,33.40,67.51,100.00,7.10,5.29
EST,2006,1346810,17025671810,12641.48,72.69,14.43,17.20,63.51,33.70,67.56,100.00,6.50,4.97
EST,2007,1340680,22450264166,16745.43,72.81,17.18,18.60,66.19,31.20,67.61,100.00,5.90,5.18
EST,2008,1337090,24342935404,18205.91,73.77,15.62,20.50,70.58,31.90,67.67,100.00,5.40,5.96
EST,2009,1334515,19633984440,14712.45,74.82,13.07,24.20,72.50,31.40,67.73,100.00,5.00,6.84
EST,2010,1331475,19524355419,14663.70,75.43,16.68,25.30,74.10,32.00,67.80,100.00,4.60,6.59
EST,2011,1327439,23303915795,17555.55,76.23,16.83,25.20,76.50,32.50,67.88,100.00,4.20,6.05
EST,2012,1322696,23237406116,17568.21,76.33,16.05,25.00,78.39,32.90,67.96,100.00,3.90,6.04
EST,2013,1317997,25451032781,19310.39,77.14,17.93,24.50,80.00,35.10,68.09,100.00,3.60,6.20
EST,2014,1314545,27055689003,20581.79,77.03,17.31,25.30,84.24,34.60,68.27,100.00,3.40,6.26
EST,2015,1315407,23311847751,17722.16,77.59,15.98,28.20,88.41,32.70,68.48,100.00,3.20,6.52
EST,2016,1315790,24561027788,18666.37,77.64,15.65,27.20,87.24,31.20,68.72,100.00,3.00,6.57
EST,2017,1317384,27469461919,20851.52,78.09,16.67,27.50,88.10,30.40,68.99,100.00,2.80,6.47
EST,2018,1321977,31222632741,23618.14,78.24,17.89,28.60,89.36,30.30,69.28,100.00,2.70,6.56
EST,2019,1326898,31873748770,24021.25,78.65,11.65,31.30,90.23,30.80,69.58,100.00,2.50,6.65
EST,2020,1329522,31820771494,23933.99,78.60,9.13,40.40,89.06,30.70,69.88,100.00,2.40,7.47
EST,2021,1330932,37201101171,27951.17,76.94,9.71,38.00,90.98,31.80,70.18,100.00,2.30,7.48
EST,2022,1348840,38226641740,28340.38,77.84,11.13,,91.52,32.30,70.49,100.00,2.20,6.94
EST,2023,1370286,41470344395,30264.01,78.79,8.37,,93.18,30.70,70.68,100.00,2.10,7.47
ETH,2000,67411494,8242349618,122.27,50.88,0.06,95.50,0.02,,14.92,12.70,140.10,4.37
ETH,2001,69487762,8231326016,118.46,51.43,0.07,94.60,0.04,,15.12,10.20,133.80,4.72
ETH,2002,71635517,7850809498,109.59,52.09,0.07,94.50,0.07,,15.33,11.90,127.40,4.71
